timestamp,case_id,evidence_id,stage,level,message,duration_ms
2026-08-21T06:43:11.431Z,CASE_4B2A51A300,EVID_00039,ocr,INFO,page 1: 8 lines via paddleocr-v5,3448.9
2026-08-21T06:43:11.434Z,CASE_4B2A51A300,EVID_00039,hashing,INFO,post-processing hash VERIFIED,0.2
2026-08-21T06:43:11.444Z,CASE_4B2A51A300,EVID_00039,pipeline,INFO,"completed: 1 page(s), avg confidence 0.99",3493.6
2026-08-21T06:43:11.547Z,CASE_4B2A51A300,EVID_00040,upload,INFO,"acquired '01_khalti_kyc_sms.jpg' (19.7 KB), sha256=92e987df1a332874...",4.9
2026-08-21T06:43:11.561Z,CASE_4B2A51A300,EVID_00040,preprocessing,INFO,"page 1: convert_rgb, exif_orientation, clahe, sharpen, border_removal+whitespace_trim, adaptive_threshold",10.1
2026-08-21T06:43:14.897Z,CASE_4B2A51A300,EVID_00040,ocr,INFO,page 1: 6 lines via paddleocr-v5,3335.4
2026-08-21T06:43:14.901Z,CASE_4B2A51A300,EVID_00040,hashing,INFO,post-processing hash VERIFIED,0.2
2026-08-21T06:43:14.910Z,CASE_4B2A51A300,EVID_00040,pipeline,INFO,"completed: 1 page(s), avg confidence 0.75",3368.5
2026-08-21T06:43:15.002Z,CASE_4B2A51A300,EVID_00041,upload,INFO,"acquired 'http_khalti-kyc-verify.top_login.url' (35 B), sha256=2576cee0748325bb...",4.3
2026-08-21T06:43:15.006Z,CASE_4B2A51A300,EVID_00041,ocr,INFO,URL evidence: 1 line(s) read directly (no OCR),0.0
2026-08-21T06:43:15.009Z,CASE_4B2A51A300,EVID_00041,hashing,INFO,post-processing hash VERIFIED,0.2
2026-08-21T06:43:15.019Z,CASE_4B2A51A300,EVID_00041,pipeline,INFO,"completed: 1 page(s), avg confidence 1.00",21.0
2026-08-21T06:43:15.098Z,CASE_4B2A51A300,EVID_00042,upload,INFO,"acquired 'https_esewa-bonus-claim.xyz_verify_ref_KYC2026.url' (49 B), sha256=e419582edacddd15...",1.7
2026-08-21T06:43:15.101Z,CASE_4B2A51A300,EVID_00042,ocr,INFO,URL evidence: 1 line(s) read directly (no OCR),0.0
2026-08-21T06:43:15.104Z,CASE_4B2A51A300,EVID_00042,hashing,INFO,post-processing hash VERIFIED,0.2
2026-08-21T06:43:15.114Z,CASE_4B2A51A300,EVID_00042,pipeline,INFO,"completed: 1 page(s), avg confidence 1.00",18.3
